id,name,sort_name,institution,country,region,research_area_1,research_area_2,keywords,website,website_2,career_stage,roster,notes,source
ridgway-hayley,"Ridgway, Hayley","ridgway, hayley",Lincoln Univeristy,NZ,Australia/NZ,,,Mycorrhiza; biocontrol,http://www.lincoln.ac.nz/staff?letter=R&page=1&StaffID=RIDGWAY&filtercsv=false&title=false&intro=false&maxrows=false&noframe=false&facultybu=false&ludepartment=false&first=false&tab=false,,Intermediate,faculty,,wrifo-workbook; airtable
riquelme-meritxell,"Riquelme, Meritxell","riquelme, meritxell",CICESE,MX,North America,Cell biology,Genetics/Genomics,Cell Biology; Neurospora,http://usuario.cicese.mx/~riquelme/index.php,,Senior,faculty,,wrifo-workbook; airtable
ristaino-jean,"Ristaino, Jean","ristaino, jean",North Carolina State Univ,US,North America,Plant Pathology,Genetics/Genomics,Phytopthora population genetics,https://ristainolab.cals.ncsu.edu/,,Senior,faculty,,wrifo-workbook; airtable
robertson-alison,"Robertson, Alison","robertson, alison",Iowa State Univ,US,North America,Plant Pathology,,Plant Pathology; corn and soybean diseases; inc. emerging diseases (Extension),https://www.plantpath.iastate.edu/people/alison-robertson,,Intermediate,faculty,,wrifo-workbook; airtable
robin-cecile,"Robin, Cécile","robin, cecile","INRA, Bordeaux",FR,Europe,Ecology,Evolution,Ecology; Evolution; Epidemiology; Forest pathology; Chestnut Blight; Phytophthora,https://www6.bordeaux-aquitaine.inra.fr/biogeco/Personnel/Annuaire/Q-Z/Robin-Cecile,,Senior,faculty,,wrifo-workbook; airtable
rodrigues-celia-fortuna,"Rodrigues, Celia Fortuna","rodrigues, celia fortuna",University of Porto,,Europe,Medical Mycology,Biotechnology,Biofilms; Candida; Bacteria; Oral; Infections; AMR,https://lepabe.fe.up.pt/cf_rodrigues.html,,Junior,faculty,,wrifo-workbook; airtable
romero-olivares-adriana,"Romero-Olivares, Adriana","romero-olivares, adriana",New Mexico State University,,North America,Ecology,Evolution,Fungi in Soils; microbial volatile organic compound,https://www.fungiloverlab.com/,,Junior,faculty,,wrifo-workbook; airtable
roncero-m-reyes,"Roncero, M. Reyes","roncero, m. reyes",University of Cordoba,ES,Europe,Genetics/Genomics,Plant Pathology,Fusarium; pathogenesis; signal transduction,http://www.uco.es/ingenhongos/en/index.php,,Senior,faculty,,wrifo-workbook; airtable
ropars-jeanne,"Ropars, Jeanne","ropars, jeanne",Institut Pasteur,FR,Europe,Evolution,Genetics/Genomics,Adaptation; sex evolution; mating-type; Penicillium; Arbuscular Mycorrhizal Fungi; Candida albicans; population genetics and genomics,https://research.pasteur.fr/fr/member/jeanne-ropars/,,Postdoc,postdoc,,wrifo-workbook
rosling-anna,"Rosling, Anna","rosling, anna",Uppsala Univ,SE,Europe,Evolution,Ecology,Evolution; Molecular Ecology; Archaeorhizomycetes,http://www.ieg.uu.se/evolutionary-biology/rosling/,,Intermediate,faculty,,wrifo-workbook; airtable
rosso-marie-noelle,"Rosso, Marie-Noelle","rosso, marie-noelle","INRA, Marseille",FR,Europe,Genetics/Genomics,Biotechnology,Cell wall degrading enzymes; Wood decayers; CAZymes,,,Intermediate,faculty,,wrifo-workbook; airtable
roux-jolanda,"Roux, Jolanda","roux, jolanda","Forestry and Agricultural Biotechnology Institute, Pretoria",ZA,Africa,Plant Pathology,Genetics/Genomics,Forest Pathology; Taxonomy; Phylogeny; Population genetics; Genomics; Ceratocystis,http://www.fabinet.up.ac.za/index.php/people-profile?profile=972,,Senior,faculty,,wrifo-workbook; airtable
roy-melanie,"Roy, Mélanie","roy, melanie",University of Toulouse,FR,Europe,Ecology,Evolution,Ectomycorrhizal fungi; Symbiosis; Ecology; Phylogeny; Tropical mycology; Community ecology,https://www.researchgate.net/profile/Melanie_Roy3,,Junior,faculty,,wrifo-workbook; airtable
rua-megan,"Rúa, Megan","rua, megan",Wright State Univ,US,North America,Ecology,Evolution,Mycorrhizae; plant-microbe interactions; plant pathogens,https://sites.google.com/site/meganrua/home,,Junior,faculty,,wrifo-workbook; airtable
ruger-herreros-carmen,"Ruger-Herreros, Carmen","ruger-herreros, carmen",University of Heidelberg,DE,Europe,Genetics/Genomics,Biochemistry,Neurospora; circadian clock regulation; transcriptional regulation; photobiology,http://bzh.db-engine.de/default.asp?lfn=2241&fg=2319&fgItem=2350&setLang=en,,Postdoc,postdoc,,wrifo-workbook
ruiz-roldan-carmen,"Ruiz Roldán, Carmen","ruiz roldan, carmen",University of Cordoba,ES,Europe,Genetics/Genomics,Plant Pathology,Fusarium; pathogenesis; signal transduction,http://www.uco.es/ingenhongos/en/integr_ruiz.php,,Junior,faculty,,wrifo-workbook; airtable
rusche-laura,"Rusche, Laura","rusche, laura",University at Buffalo,US,North America,Cell biology,Genetics/Genomics,Chromatin; Saccharomyces,https://arts-sciences.buffalo.edu/biological-sciences/faculty/faculty-directory/laura-rusche/rusche-lab.html,,Intermediate,faculty,,wrifo-workbook; airtable
sakalidis-monique,"Sakalidis, Monique","sakalidis, monique",Michigan State University,US,North America,Plant Pathology,Genetics/Genomics,Forest Pathology; Species concepts; Population genetics; Phylogenetics,http://www.psm.msu.edu/people/monique_sakalidis,,Junior,faculty,,wrifo-workbook; airtable
salgado-salazar-catalina,"Salgado-Salazar, Catalina","salgado-salazar, catalina",ARS Systematic Mycology Lab,,North America,Evolution,Plant Pathology,Taxonomy; phylogeny; diagnostics; ascomycetes,https://www.ars.usda.gov/people-locations/person?person-id=49409,,Junior,faculty,,wrifo-workbook; airtable
sanchez-torres-paloma,"Sánchez-Torres, Paloma","sanchez-torres, paloma",Universitat Politècnica de València,ES,Europe,,,,https://www.researchgate.net/profile/Paloma_Sanchez-Torres,,Postdoc,postdoc,,wrifo-workbook
saunders-diane,"Saunders, Diane","saunders, diane",John Innes Centre,GB,Europe,Plant Pathology,,field pathogenomics,https://www.jic.ac.uk/directory/diane-saunders/,,Intermediate,faculty,,wrifo-workbook; airtable
savage-natasha,"Savage, Natasha","savage, natasha",University of Liverpool,GB,Europe,Development,Development,Modeling,https://www.liverpool.ac.uk/integrative-biology/staff/natasha-savage/research/,,Junior,faculty,,wrifo-workbook; airtable
sbrana-cristiana,"Sbrana, Cristiana","sbrana, cristiana",University of Pisa,IT,Europe,Genetics/Genomics,Evolution,Mycorrhizal fungi,,,Senior,faculty,,wrifo-workbook; airtable
schmoll-monika,"Schmoll, Monika","schmoll, monika",Austrian Institute of Technology,AT,Europe,Genetics/Genomics,Cell biology,Genomics; Light regulation; Biotechnology; Trichoderma,http://www.ait.ac.at/profile/detail/Schmoll-Monika/,,Junior,faculty,,wrifo-workbook; airtable
schuldiner-maya,"Schuldiner, Maya","schuldiner, maya",Weizmann Institute,IL,Europe,Cell biology,Genetics/Genomics,Functional genomics of organelles,http://mayaschuldiner.wixsite.com/schuldinerlab,,Intermediate,faculty,,wrifo-workbook; airtable
schumacher-julia,"Schumacher, Julia","schumacher, julia",BAM - Berlin,DE,Europe,Cell biology,Genetics/Genomics,Knufia; Botrytis; plant pathology,https://scholar.google.com/citations?user=R-q6dCMAAAAJ&hl=de,,Intermediate,faculty,,wrifo-workbook; airtable
sejalon-delmas-nathalie,"Sejalon-Delmas, Nathalie","sejalon-delmas, nathalie",Paul Sabatier University,FR,Europe,Plant Pathology,Cell biology,Cellular and Molecular Phytopathology; Plant-fungal interactions; Symbiosis,https://www.lrsv.ups-tlse.fr/nathalie-sejalon-delmas/,,Senior,faculty,,wrifo-workbook; airtable
selbmann-laura,"Selbmann, Laura","selbmann, laura",Univ Tuscia,IT,Europe,Ecology,Evolution,Extremophiles; Endolithic microbes; Antarctica and Polar Biology,http://olddafne.unitus.it/web/interna.asp?idPag=3265,,Intermediate,faculty,,wrifo-workbook; airtable
selmecki-anna,"Selmecki, Anna","selmecki, anna",University of Minnesota,US,North America,Genetics/Genomics,Evolution,Genome Instability; Saccharomyces; Candida,http://www.selmeckilab.com/,,Intermediate,faculty,,wrifo-workbook; airtable
sesma-anne,"Sesma, Anne","sesma, anne",Univ. Politécnica MADRID,ES,Europe,Genetics/Genomics,Plant Pathology,Plant path; Magnaporthe,http://www.anesesma.org/research.htm,,Intermediate,faculty,,wrifo-workbook; airtable
shapiro-rebecca,"Shapiro, Rebecca","shapiro, rebecca",Univ of Guelph,CA,North America,Genetics/Genomics,Medical Mycology,Candida; Antifungal; Genetics; CRISPR,https://www.uoguelph.ca/mcb/people/dr-rebecca-shapiro,,Junior,faculty,,wrifo-workbook; airtable
shepardson-kelly,"Shepardson, Kelly","shepardson, kelly",University of California Merced,US,North America,Medical Mycology,Genetics/Genomics,Aspergillus,,,Junior,faculty,,wrifo-workbook; airtable
shlezinger-neta,"Shlezinger, Neta","shlezinger, neta",The Hebrew University of Jerusalem,IL,Europe,Medical Mycology,Immunology,Microbial pathogenesis; mycoviruses; immunology; Aspergillus,http://www.shlezingerlab.com,https://zuckerman-scholars.org/lab/the-shlezinger-lab/,Junior,faculty,,wrifo-workbook; airtable
sil-anita,"Sil, Anita","sil, anita","Univ California, San Francisco",,North America,Genetics/Genomics,Medical Mycology,Fungal-Animal Pathogenesis; Histoplasma,http://histo.ucsf.edu/sillab/,,Senior,faculty,,wrifo-workbook; airtable
skrede-inger,"Skrede, Inger","skrede, inger",Univ Oslo,NO,Europe,Evolution,Genetics/Genomics,Genomics; Speciation; Serpula,https://www.mn.uio.no/ibv/english/people/aca/iskrede/,,Junior,faculty,,wrifo-workbook; airtable
smart-christine,"Smart, Christine","smart, christine",Cornell University,US,North America,Plant Pathology,Genetics/Genomics,field pathogenomics; disease management; oomycte-plant interactions; oomycete plant pathogens; fungal plant pathogens,http://blogs.cornell.edu/smartlab/research/oomycete-pathogens/,,Senior,faculty,,wrifo-workbook; airtable
snelders-eveline,"Snelders, Eveline","snelders, eveline",Wageningen University,NL,Europe,Medical Mycology,Genetics/Genomics,Antifungal resistance; fungal genetics; Aspergillus fumigatus; Self non self recognition; Meisosis; Heterkaryosis; CRIPSRcas9,https://www.wur.nl/en/persons/eveline-e-eveline-snelders-phd-msc.htm,,Junior,faculty,,wrifo-workbook; airtable
soares-celia-maria-de-almeida,"Soares, Celia Maria de Almeida","soares, celia maria de almeida",Universidade Federal de Goiás,BR,South America,,,med micro; Paracoccidioides,https://www.researchgate.net/profile/Celia_Soares2,,Senior,faculty,,wrifo-workbook; airtable
stewart-jane,"Stewart, Jane","stewart, jane",Colorado State University,US,North America,Plant Pathology,Genetics/Genomics,Evolution; Species concepts; Population genetics; Forest and Plant Pathogens,https://agbio.agsci.colostate.edu/people-button/faculty/jane-stewart/,,Junior,faculty,,wrifo-workbook; airtable
stukenbrock-eva,"Stukenbrock, Eva","stukenbrock, eva",MPI-Kiel,DE,Europe,Evolution,Genetics/Genomics,Evolution; Population Genetics; Zymoseptoria,https://www.envgenomics.botanik.uni-kiel.de/en/eva-h.-stukenbrock,,Intermediate,faculty,,wrifo-workbook; airtable
sukno-serenella-a,"Sukno, Serenella A.","sukno, serenella a.",University of Salamanca,ES,Europe,Genetics/Genomics,Plant Pathology,Plant-Microbe interactions; Colletotrichum,http://bioinformatica.vil.usal.es,,Intermediate,faculty,,wrifo-workbook; airtable
sundy-maurice,Sundy Maurice,sundy maurice,University of Oslo,NO,Europe,Evolution,Ecology,Wood decay; Polypores; species traits; population genetics,http://www.mn.uio.no/ibv/english/people/aca/sandym/index.html,,Junior,faculty,,wrifo-workbook; airtable
talbot-jenny,"Talbot, Jenny","talbot, jenny",Boston Univ,,North America,Ecology,Evolution,Microbial Ecology; Mushrooms,https://microbesatbu.wordpress.com/jenny/,,Junior,faculty,,wrifo-workbook; airtable
tan-yu-pei,"Tan, Yu Pei","tan, yu pei",Queensland Plant Pathology Herbarium,,Australia/NZ,Evolution,Plant Pathology,Taxonomy; phylogeny; diagnostics,http://collections.daff.qld.gov.au/web/staff.html,,Junior,faculty,,wrifo-workbook; airtable
taneja-jyoti,"Taneja, Jyoti","taneja, jyoti",University of California Berkeley,US,North America,,,,,,Postdoc,postdoc,,wrifo-workbook
tang-weihua,"Tang, Weihua","tang, weihua",Shanghai Institutes for Biological Sciences,CN,Asia,Plant Pathology,,Fusarium graminearum; Colletotrichum graminicola,http://sippe.ac.cn/tangwh/,,Senior,faculty,,wrifo-workbook; airtable
thevissen-karin,"Thevissen, Karin","thevissen, karin",Katholieke Universiteit Leuven,BE,Europe,Medical Mycology,,Candida; biofilms; antimicrobial peptides,https://bio.kuleuven.be/pf/functional_biology/staff-1/00016699,,Intermediate,faculty,,wrifo-workbook; airtable
toome-heller-merje,"Toome-Heller, Merje","toome-heller, merje","Ministry for Primary Industries, Wellington",NZ,Australia/NZ,Plant Pathology,Evolution,Rust fungi; Evolution; Phylogeny; Systematics; Taxonomy; Genomics,https://www.researchgate.net/profile/Merje_Toome-Heller,,Junior,faculty,,wrifo-workbook; airtable
trail-francis,"Trail, Francis","trail, francis",Michigan State Univ,,North America,Genetics/Genomics,Development,Development; Genetics; Fusarium,http://www.psm.msu.edu/people/frances_trail,,Senior,faculty,,wrifo-workbook; airtable
tran-nguyen-lucy,"Tran-Nguyen, Lucy","tran-nguyen, lucy",Northern Territory Department of Primary Industries and Resources,,Australia/NZ,Plant Pathology,Genetics/Genomics,Diagnostics,,,Junior,faculty,,wrifo-workbook; airtable
traven-ana,"Traven, Ana","traven, ana",Monash Univ,AU,Australia/NZ,Medical Mycology,,Candida pathogenesis; mitochondria,http://www.med.monash.edu.au/biochem/staff/traven.html,,Intermediate,faculty,,wrifo-workbook; airtable
treseder-kathleen,"Treseder, Kathleen","treseder, kathleen","Univ California, Irvine",,North America,Ecology,Evolution,Fungal Ecology,http://www.faculty.uci.edu/profile.cfm?faculty_id=4968,,Senior,faculty,,wrifo-workbook; airtable
tripathy-sucheta,"Tripathy, Sucheta","tripathy, sucheta",Indian Institute of Chemical Biology ( CSIR- IICB),IN,Asia,Genetics/Genomics,Plant Pathology,oomycetes Genomics; Next generation and third generation sequencing; Kolkata; India; California,https://sites.google.com/site/suchetalab/,,Senior,faculty,,wrifo-workbook; airtable
troemel-emily,"Troemel, Emily","troemel, emily","Univ California, San Diego",,North America,Genetics/Genomics,Cell biology,Pathogenesis; Microsporidia,http://labs.biology.ucsd.edu/troemel/,,Intermediate,faculty,,wrifo-workbook; airtable
tudzynski-bettina,"Tudzynski, Bettina","tudzynski, bettina",Univ Münster,DE,Europe,Biochemistry,Genetics/Genomics,Secondary Metabolism; Fusarium,https://www.uni-muenster.de/Biologie.IBBP/agtudzynski/arbeitsgruppe/bettina_tudzynski.html,,Senior,faculty,,wrifo-workbook; airtable
turgeon-gillian,"Turgeon, Gillian","turgeon, gillian",Cornell University,US,North America,Genetics/Genomics,Plant Pathology,Secondary Metabolism; Plant-Microbe Interactions; Cochliobolus,http://www.plantpath.cornell.edu/labs/turgeon/index.html,,Senior,faculty,,wrifo-workbook; airtable
u-ren-jana,"U'Ren, Jana","u'ren, jana",University of Arizona,US,North America,Ecology,Evolution,Molecular Ecology; Evolution; Metagenomics,https://cals.arizona.edu/mycoherb/arnoldlab/juren.html,,Junior,faculty,,wrifo-workbook; airtable
uehling-jessie,"Uehling, Jessie","uehling, jessie","Oregon State University,",US,North America,Genetics/Genomics,Evolution,Genetics/genomics; Evolutionary Genomics; Population Genomics; Fungal Diversity; Symbioses,http://jessieuehling.com/,,Junior,faculty,,wrifo-workbook; airtable
ulrike-binder,Ulrike Binder,ulrike binder,Medical University of Innsbruck,AT,Europe,Medical Mycology,Genetics/Genomics,Mucormycetes; molds; antifungals; alternative models,https://www.i-med.ac.at/hygiene/forschungsbindercvv2.html.de,,Intermediate,faculty,,wrifo-workbook; airtable
untereiner-wendy,"Untereiner, Wendy","untereiner, wendy","Brandon University, MB",CA,North America,Evolution,Plant Pathology,Taxonomy; phylogeny; pyrenomycetes,http://people.brandonu.ca/untereiner/,,Intermediate,faculty,,wrifo-workbook; airtable
uppuluri-priya,"Uppuluri, Priya","uppuluri, priya",Harbor-UCLA Medical Center,US,North America,Medical Mycology,Cell biology,Candida albicans; Biofilms,https://lundquist.org/priya-uppuluri-phd,,Junior,faculty,,wrifo-workbook; airtable
usher-jane,"Usher, Jane","usher, jane",Univ Exeter,GB,Europe,Genetics/Genomics,Medical Mycology,med mycol; Candida glabrata,http://biosciences.exeter.ac.uk/staff/index.php?web_id=Jane_Usher,,Postdoc,faculty,,wrifo-workbook
vacher-corinne,"Vacher, Corinne","vacher, corinne","INRA, Bordeaux",FR,Europe,Ecology,Evolution,Ecology; Evolution; Forest pathology; Phyllosphere; Network ecology; Environmental genomics; Climate change,https://corinnevacher.wordpress.com,,Junior,faculty,No longer research active,wrifo-workbook; airtable
vaillancourt-lisa,"Vaillancourt, Lisa","vaillancourt, lisa",Univ Kentucky,US,North America,Plant Pathology,Genetics/Genomics,Plant Pathology; Colletotrichum,http://www2.ca.uky.edu/agcollege/plantpathology/Vaillanc/labhp.htm,,Senior,faculty,,wrifo-workbook; airtable
valent-barbara,"Valent, Barbara","valent, barbara",Kansas State Univ,,North America,Plant Pathology,Genetics/Genomics,Plant Pathology; Magnaporthe,http://www.plantpath.k-state.edu/people/faculty/valent/,,Senior,faculty,,wrifo-workbook; airtable
van-dyke-marley-c,"Van Dyke, Marley C","van dyke, marley c",Northern Arizona University,US,North America,Medical Mycology,Immunology,Cryptococcus; Coccidioides,,,Postdoc,postdoc,,wrifo-workbook
van-munster-jolanda,"van Munster, Jolanda","van munster, jolanda",SRUC,GB,Europe,Biotechnology,Biochemistry,Anaerobic gut fungi; Aspergillus; carbohydrates; lignocellulolytic enzymes; gut microbiome; fungal-bacterial interactions,https://pure.sruc.ac.uk/en/persons/jolanda-van-munster,,Junior,faculty,,wrifo-workbook; airtable
vargas-lluvia,"Vargas, Lluvia","vargas, lluvia",CICESE,MX,North America,Ecology,Genetics/Genomics,Fungal Diversity; Marine and terresterial Fungi,,,Postdoc,postdoc,,wrifo-workbook
vega-oliveros-carolina,"Vega-Oliveros, Carolina","vega-oliveros, carolina",Universidad Nacional sede Bogotá,CO,South America,Biochemistry,,metabolomics; proteomics; bioactivity; functional food,http://orcid.org/0000-0001-6425-6759,,Junior,faculty,,wrifo-workbook; airtable
velez-aguilar-patricia,"Vélez Aguilar, Patricia","velez aguilar, patricia",National Autonomous University of Mexico (UNAM),MX,North America,Ecology,Genetics/Genomics,Marine Fungi; Population genetics; conservation,http://www.ib.unam.mx/directorio/231,,Junior,faculty,,wrifo-workbook; airtable
veneault-fourrey-claire,"Veneault-Fourrey, Claire","veneault-fourrey, claire",University of Lorraine,FR,Europe,Genetics/Genomics,Signaling,Ectomycorrhizal fungi; Symbiosis; Genomics; Signaling; Plant-Microbe interactions,http://mycor.nancy.inra.fr/IAM/?page_id=708,,Intermediate,faculty,,wrifo-workbook; airtable
viaud-muriel,"Viaud, Muriel","viaud, muriel","INRA, Grignon",FR,Europe,Plant Pathology,Genetics/Genomics,Botrytis; Necrotrophy; Enzymes; Genomics; Fungicides; Secondary metabolism; Cell wall,https://www.researchgate.net/profile/Muriel_Viaud,,Intermediate,faculty,,wrifo-workbook; airtable
vilkova-slavena,"Vilkova, Slavena","vilkova, slavena",Hans-Knoll Institute,DE,Europe,Immunology,Genetics/Genomics,host fungal interaction,https://www.leibniz-hki.de/en/staff-details.html?member=846,,Intermediate,faculty,,wrifo-workbook; airtable
villari-caterina,"Villari, Caterina","villari, caterina",University of Georgia,US,North America,Plant Pathology,Plant Pathology,Forest pathology; Ophiostomatales,http://villarilab.com/,,Junior,faculty,,wrifo-workbook; airtable
vleeshouwers-vivianne,"Vleeshouwers, Vivianne","vleeshouwers, vivianne",Wageningen Univ,NL,Europe,Plant Pathology,,oomycete-plant interactions,https://www.wageningenur.nl/en/Persons/Vivianne-Vleeshouwers.htm,,,faculty,,wrifo-workbook; airtable
voelz-kerstin,"Voelz, Kerstin","voelz, kerstin",Univ Birmingham,GB,Europe,Medical Mycology,Genetics/Genomics,med mycol; zygomycetes; Cryptococcus; host interactions,http://www.birmingham.ac.uk/schools/biosciences/staff/profile.aspx?ReferenceId=81523,,Junior,faculty,No longer research active,wrifo-workbook; airtable
voigt-kerstin,"Voigt, Kerstin","voigt, kerstin",Univ of Jena,DE,Europe,Medical Mycology,Evolution,Medical Mycology; Genomics; Taxonomy; Systematics; zygomycetes,http://www.mikrobiologie.uni-jena.de/cms/index.php/en/jena-microbial-resource-collection/pd-dr-kerstin-voigt,,Senior,faculty,,wrifo-workbook; airtable
voisey-christine,"Voisey, Christine","voisey, christine",AgResearch,NZ,Australia/NZ,Plant Pathology,Cell biology,Epichloe; intercalary growth,http://www.agresearch.co.nz/teams/plant-fungal-interactions/,,Senior,faculty,,wrifo-workbook; airtable
walker-allison,"Walker, Allison","walker, allison","Acadia University, Nova Scotia",CA,North America,Ecology,Genetics/Genomics,Marine fungi; endophytes,https://bayoffungi.wordpress.com/,,Junior,faculty,,wrifo-workbook; airtable
walker-anne-sophie,"Walker, Anne-Sophie","walker, anne-sophie","INRA, Grignon",FR,Europe,Plant Pathology,Evolution,Botrytis; Septoria; Fungicide-resistance; population survey; population dynamics,https://www.researchgate.net/profile/Anne-Sophie_Walker,,Intermediate,faculty,,wrifo-workbook; airtable
waller-lauren,"Waller, Lauren","waller, lauren",Lincoln Univeristy,,Australia/NZ,Ecology,,Community ecology; Plant-microbe interactions; Arbuscular mycorrhizal fungi; Fungal pathogens; Oomycetes,https://bioprotection.org.nz/Waller+Lauren,,Junior,faculty,,wrifo-workbook; airtable
wear-maggie,"Wear, Maggie","wear, maggie","Johns Hopkins School of Public Health, Department of Molecular Microbiology and Immunology",,North America,Biochemistry,,Polysaccharide Capsule; Cryptococcus; NMR; Glycan Structure; Catalytic Antibody,https://www.jhsph.edu/faculty/directory/profile/3829/maggie-p-wear,,Junior,faculty,,wrifo-workbook; airtable
wilkinson-heather,"Wilkinson, Heather","wilkinson, heather",Texas A&M Univ,,North America,Genetics/Genomics,Evolution,Phylogenetics; Genomics; Neurospora,http://plantpathology.tamu.edu/people/wilkinson-dr-heather-h/,,Senior,faculty,,wrifo-workbook; airtable
wingfield-brenda,"Wingfield, Brenda","wingfield, brenda","Forestry and Agricultural Biotechnology Institute, Pretoria",ZA,Africa,Plant Pathology,Genetics/Genomics,Forest Pathology; Population genetics; Genomics,http://www.fabinet.up.ac.za/index.php/people-profile?profile=908,,Senior,faculty,,wrifo-workbook; airtable
wohlbach-dana,"Wohlbach, Dana","wohlbach, dana",Dickinson College,,North America,Genetics/Genomics,,Genomics; Saccharomyces,https://www.dickinson.edu/site/custom_scripts/dc_faculty_profile_index.php?fac=wohlbacd,,Junior,faculty,,wrifo-workbook; airtable
wozniak-karen,"Wozniak, Karen","wozniak, karen",Oklahoma State University,,North America,Medical Mycology,Immunology,Cryptococcus; innate immunity; antifungal immunity,http://wozniaklab.okstate.edu,,Junior,faculty,,wrifo-workbook; airtable
yahr-rebecca,"Yahr, Rebecca","yahr, rebecca",Royal Botanical Gardens Edinburgh,GB,Europe,Ecology,Evolution,Lichen; Symbiosis,https://rbg-web2.rbge.org.uk/lichen/staff_profiles/yahr/rebecca_yahr.html,,Intermediate,faculty,,wrifo-workbook; airtable
yilmaz-neriman,"Yilmaz, Neriman","yilmaz, neriman",FABI-University of Pretoria,,Africa,Evolution,Plant Pathology,Taxonomy; mycotoxins; Fusarium; Genetics,https://www.researchgate.net/profile/Neriman_Yilmaz,,Postdoc,postdoc,,wrifo-workbook
young-carolyn,"Young, Carolyn","young, carolyn",Noble Foundation,,North America,Genetics/Genomics,Plant Pathology,Endophyte; Genomics; Epichloe,http://www.noble.org/staff/young-carolyn/,,Intermediate,faculty,,wrifo-workbook; airtable
zalante-teresa,"Zalante, Teresa","zalante, teresa",University of Perugia,IT,Europe,Immunology,Medical Mycology,,https://www.unipg.it/personale/teresa.zelante,,Intermediate,faculty,,wrifo-workbook; airtable
zhai-bing,"Zhai, Bing","zhai, bing",Shenzhen Institute of Advanced Technology,,Asia,Medical Mycology,,Microbiome; Candida,https://scholar.google.co.uk/citations?hl=en&user=j0ISf1kAAAAJ&view_op=list_works&sortby=pubdate,,Junior,faculty,,wrifo-workbook
zhang-ning,"Zhang, Ning","zhang, ning",Rutgers University,,North America,Evolution,Plant Pathology,phylogeny; phylogenomics; plant pathogens; bidiversity,http://plantbiopath.rutgers.edu/faculty/zhang/Ning_Zhang.html,,Intermediate,faculty,,wrifo-workbook; airtable
zhou-zhi-hua,"Zhou, Zhi-hua","zhou, zhi-hua",Shanghai Institutes for Biological Sciences,CN,Asia,,,Trichoderma lignocellulolytic enzymes,http://www.sippe.ac.cn/klsb/ep4_zhouzhh.asp,,Senior,faculty,,wrifo-workbook; airtable
zuccaro-alga,"Zuccaro, Alga","zuccaro, alga",Univ Cologne,DE,Europe,Ecology,Genetics/Genomics,Plant-Microbe interactions; Ectomycorrhizal Fungi,http://ceplas.eu/en/faculty/alga-zuccaro/,,Intermediate,faculty,,wrifo-workbook; airtable
